Time, PID, Process, %CPU, %MEM, RSS(KB), VSZ(KB), Threads, TotalMem(KB), UsedMem(KB), FreeMem(KB), SwapUsed(KB), ALERT
2025-11-21 03:03:23,56919,dbtest,54.2,10.9,1335524,18300904,31,12200496,11636028,254480,693780,
2025-11-21 03:03:23,56837,dbtest,51.2,10.8,1320484,18252776,31,12200496,11636028,254480,693780,
2025-11-21 03:03:23,56638,dbtest,66.0,7.5,919996,18279960,40,12200496,11636028,254480,693780,
2025-11-21 03:03:23,56836,dbtest,66.6,7.5,916368,18286104,40,12200496,11636028,254480,693780,
2025-11-21 03:03:25,56636,dbtest,123,19.8,2419984,22895156,50,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56835,dbtest,105,11.3,1386912,21734452,50,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56718,dbtest,51.1,11.0,1348412,18313192,31,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56919,dbtest,52.3,10.9,1336548,18300904,31,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56837,dbtest,49.8,10.8,1322020,18252776,31,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56639,dbtest,50.4,10.4,1269080,18317800,31,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56836,dbtest,65.2,7.5,916752,18286104,40,12200496,11567416,331696,913752,
2025-11-21 03:03:25,56638,dbtest,64.9,6.7,829420,18296344,40,12200496,11567416,331696,913752,
2025-11-21 03:03:26,56636,dbtest,122,21.2,2587692,23153204,50,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56835,dbtest,103,11.3,1390548,21734452,50,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56718,dbtest,50.6,11.1,1354812,18334696,31,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56919,dbtest,51.3,10.9,1338852,18315240,31,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56837,dbtest,49.0,10.8,1323940,18252776,31,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56639,dbtest,50.0,10.3,1267672,18317800,31,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56836,dbtest,64.1,7.5,918032,18292248,40,12200496,11739472,158428,924248,
2025-11-21 03:03:26,56638,dbtest,64.0,6.8,830700,18302488,40,12200496,11739472,158428,924248,
2025-11-21 03:03:28,56636,dbtest,123,22.1,2703508,23160372,50,12200496,11730836,167132,1093920,
2025-11-21 03:03:28,56835,dbtest,103,11.3,1387348,21738548,50,12200496,11730836,167132,1093920,
2025-11-21 03:03:28,56919,dbtest,51.5,10.9,1339620,18315240,31,12200496,11730836,167132,1093920,
2025-11-21 03:03:28,56837,dbtest,49.2,10.8,1324196,18252776,31,12200496,11730836,167132,1093920,
2025-11-21 03:03:28,56718,dbtest,50.9,10.3,1257532,18334696,31,12200496,11730836,167132,1093920,
2025-11-21 03:03:29,56639,dbtest,50.3,10.2,1252824,18324968,31,12200496,11730836,167132,1093920,
2025-11-21 03:03:29,56836,dbtest,64.5,7.4,914704,18292248,40,12200496,11730836,167132,1093920,
2025-11-21 03:03:29,56638,dbtest,64.4,6.7,829472,18302488,40,12200496,11730836,167132,1093920,
2025-11-21 03:03:30,56636,dbtest,120,23.1,2825100,23438900,50,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56919,dbtest,50.3,11.0,1343588,18315240,31,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56835,dbtest,100,10.6,1295152,21738548,50,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56718,dbtest,49.7,10.3,1262328,18341864,31,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56837,dbtest,48.2,10.3,1258276,18252776,31,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56639,dbtest,49.4,10.3,1257944,18324968,31,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56836,dbtest,63.3,6.8,838416,18292248,40,12200496,11643764,253040,1328796,
2025-11-21 03:03:30,56638,dbtest,63.1,6.8,833312,18302488,40,12200496,11643764,253040,1328796,
2025-11-21 03:03:31,56636,dbtest,120,24.2,2953904,23438900,47,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56835,dbtest,100,10.6,1293316,21705764,42,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56718,dbtest,49.9,10.3,1257336,18341864,31,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56639,dbtest,49.7,10.2,1253592,18324968,31,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56919,dbtest,50.5,10.2,1246564,18315240,31,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56837,dbtest,48.4,10.0,1230756,18252776,31,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56638,dbtest,63.4,6.7,828960,18302488,40,12200496,11622504,274108,1524912,
2025-11-21 03:03:31,56836,dbtest,63.6,6.7,821136,18292248,40,12200496,11622504,274108,1524912,
2025-11-21 03:03:33,56636,dbtest,119,24.9,3049140,23684620,36,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56835,dbtest,99.5,10.5,1293024,21656588,36,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56919,dbtest,50.7,10.1,1239372,18315240,31,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56837,dbtest,48.6,10.1,1235300,18260968,31,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56718,dbtest,50.0,10.1,1233156,18341864,31,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56639,dbtest,49.7,10.0,1225536,18324968,31,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56836,dbtest,63.9,6.7,825216,18292248,40,12200496,11639204,257048,1635456,
2025-11-21 03:03:33,56638,dbtest,63.8,6.7,823500,18302488,40,12200496,11639204,257048,1635456,
2025-11-21 03:03:34,56636,dbtest,117,25.9,3167924,23684620,36,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56835,dbtest,96.8,10.5,1293024,21656588,36,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56919,dbtest,49.9,10.1,1239372,18315240,31,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56837,dbtest,47.9,10.1,1235300,18260968,31,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56718,dbtest,49.2,9.7,1188740,18341864,31,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56639,dbtest,49.2,9.6,1178816,18324968,31,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56836,dbtest,63.2,6.7,825216,18292248,40,12200496,11656068,240120,1794708,
2025-11-21 03:03:34,56638,dbtest,63.2,6.5,800844,18302488,40,12200496,11656068,240120,1794708,
2025-11-21 03:03:35,56636,dbtest,117,27.2,3328948,24077836,36,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56835,dbtest,95.9,10.5,1293024,21656588,36,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56718,dbtest,49.5,9.4,1153412,18333668,26,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56639,dbtest,49.1,9.3,1145920,18324968,31,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56837,dbtest,48.1,8.9,1090200,18228184,23,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56919,dbtest,50.0,7.3,897840,18266064,21,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56836,dbtest,63.4,6.7,825856,18284052,38,12200496,11250716,643952,1931848,
2025-11-21 03:03:35,56638,dbtest,63.5,6.4,786380,18245116,32,12200496,11250716,643952,1931848,
2025-11-21 03:03:37,56636,dbtest,117,31.2,3817012,24536588,36,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56835,dbtest,95.0,10.5,1293024,21656588,36,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56718,dbtest,49.6,9.3,1134904,18317276,24,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56639,dbtest,49.4,9.2,1129188,18300380,24,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56837,dbtest,48.2,7.2,886820,18179008,17,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56919,dbtest,49.9,7.2,878796,18233280,17,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56836,dbtest,63.7,6.4,783988,18169308,24,12200496,11411076,483688,1973472,
2025-11-21 03:03:37,56638,dbtest,63.6,6.0,744176,18179548,24,12200496,11411076,483688,1973472,
2025-11-21 03:03:38,56636,dbtest,115,34.6,4229876,25023984,29,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56639,dbtest,49.1,8.0,984940,18275792,21,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56835,dbtest,92.7,7.7,948908,21574628,26,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56837,dbtest,47.4,7.3,893092,18179008,17,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56919,dbtest,49.3,7.2,884428,18233280,17,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56836,dbtest,62.8,6.4,787828,18169308,24,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56718,dbtest,49.3,6.2,767008,18259904,17,12200496,10995624,899328,1936664,
2025-11-21 03:03:38,56638,dbtest,62.9,6.0,743792,18179548,24,12200496,10995624,899328,1936664,
2025-11-21 03:03:39,56636,dbtest,116,39.2,4787068,25679344,29,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56835,dbtest,92.2,7.5,926108,21541844,22,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56837,dbtest,47.5,7.3,899236,18179008,17,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56919,dbtest,49.3,7.2,889804,18233280,17,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56836,dbtest,63.0,6.4,791540,18169308,24,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56718,dbtest,49.5,6.2,758048,18259904,17,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56639,dbtest,49.4,6.0,743404,18243008,17,12200496,11273276,622084,1870204,
2025-11-21 03:03:39,56638,dbtest,63.1,6.0,742512,18179548,24,12200496,11273276,622084,1870204,
2025-11-21 03:03:40,56636,dbtest,116,40.6,4965244,26408404,22,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56835,dbtest,91.8,7.6,929436,21541844,22,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56837,dbtest,47.8,7.2,889340,18162616,15,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56919,dbtest,49.6,7.2,879864,18216888,15,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56836,dbtest,63.6,6.5,796148,18169308,24,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56718,dbtest,49.8,6.2,762656,18259904,17,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56639,dbtest,49.7,6.1,748780,18243008,17,12200496,11630396,265176,1764476,
2025-11-21 03:03:40,56638,dbtest,63.5,6.1,747632,18179548,24,12200496,11630396,265176,1764476,
2025-11-21 03:03:41,56636,dbtest,116,43.2,5271164,26432980,22,12200496,11769548,126060,1770348,
2025-11-21 03:03:41,56835,dbtest,91.2,7.6,932124,21541844,22,12200496,11769548,126060,1770348,
2025-11-21 03:03:42,56837,dbtest,48.1,7.3,897788,18162616,15,12200496,11769548,126060,1770348,
2025-11-21 03:03:42,56919,dbtest,49.8,7.2,884856,18216888,15,12200496,11769548,126060,1770348,
2025-11-21 03:03:42,56836,dbtest,64.0,6.4,783128,18152916,22,12200496,11769548,126060,1770348,
2025-11-21 03:03:42,56718,dbtest,50.0,6.1,747808,18259904,17,12200496,11769548,126060,1770348,
2025-11-21 03:03:42,56639,dbtest,50.0,6.1,746604,18243008,17,12200496,11769548,126060,1770348,
2025-11-21 03:03:42,56638,dbtest,63.8,5.9,727240,18163156,22,12200496,11769548,126060,1770348,
2025-11-21 03:03:43,56636,dbtest,114,43.4,5295868,26432980,22,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56835,dbtest,89.3,7.6,933404,21541844,22,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56919,dbtest,49.2,7.2,886904,18216888,15,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56837,dbtest,47.5,7.2,883404,18162616,15,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56836,dbtest,63.4,6.4,784152,18152916,22,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56639,dbtest,49.4,6.0,739180,18243008,17,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56718,dbtest,49.5,6.0,733472,18259904,17,12200496,11759948,135660,1816992,
2025-11-21 03:03:43,56638,dbtest,63.3,5.8,714824,18163156,22,12200496,11759948,135660,1816992,
2025-11-21 03:03:45,56636,dbtest,113,44.1,5389368,26416588,20,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56835,dbtest,88.7,7.6,935964,21541844,22,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56919,dbtest,49.3,7.2,889720,18216888,15,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56837,dbtest,47.5,7.1,877104,18146224,13,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56836,dbtest,63.6,6.4,787480,18152916,22,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56718,dbtest,49.6,5.8,716448,18259904,17,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56638,dbtest,63.4,5.7,698440,18163156,22,12200496,11757808,137796,1877716,
2025-11-21 03:03:45,56639,dbtest,49.6,5.6,690944,18226616,15,12200496,11757808,137796,1877716,
2025-11-21 03:03:46,56636,dbtest,111,45.2,5525304,26416588,20,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56835,dbtest,87.1,7.5,922476,21525452,20,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56837,dbtest,47.0,7.2,879280,18146224,13,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56919,dbtest,48.8,7.1,867432,18200496,13,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56836,dbtest,63.2,6.4,791064,18152916,22,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56638,dbtest,63.0,5.6,693832,18163156,22,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56639,dbtest,49.3,5.4,662144,18226616,15,12200496,11768496,127112,1959292,
2025-11-21 03:03:46,56718,dbtest,49.3,5.3,648280,18243512,15,12200496,11768496,127112,1959292,
2025-11-21 03:03:48,56636,dbtest,111,46.0,5620024,27334092,20,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56835,dbtest,86.6,7.5,925036,21525452,20,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56837,dbtest,47.2,7.2,881456,18146224,13,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56919,dbtest,48.7,7.1,870632,18200496,13,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56836,dbtest,63.3,6.5,793880,18152916,22,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56638,dbtest,63.2,5.2,639176,18163156,22,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56639,dbtest,49.5,5.1,628864,18226616,15,12200496,11762908,133212,2095964,
2025-11-21 03:03:48,56718,dbtest,49.5,5.1,628440,18243512,15,12200496,11762908,133212,2095964,
2025-11-21 03:03:49,56636,dbtest,110,46.3,5651108,27334092,20,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56835,dbtest,85.1,7.6,929388,21525452,20,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56837,dbtest,46.7,7.2,883760,18146224,13,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56919,dbtest,48.4,7.1,874088,18200496,13,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56836,dbtest,62.9,6.4,781164,18136524,20,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56638,dbtest,62.7,5.2,641224,18163156,22,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56639,dbtest,49.1,5.1,630912,18226616,15,12200496,11790024,155068,2094668,
2025-11-21 03:03:49,56718,dbtest,49.0,5.1,629208,18243512,15,12200496,11790024,155068,2094668,
2025-11-21 03:03:50,56636,dbtest,110,46.9,5728356,27317700,18,12200496,11819636,136096,2097072,
2025-11-21 03:03:50,56835,dbtest,84.7,7.6,933228,21525452,20,12200496,11819636,136096,2097072,
2025-11-21 03:03:50,56837,dbtest,47.0,7.2,888496,18146224,13,12200496,11819636,136096,2097072,
2025-11-21 03:03:50,56919,dbtest,48.6,7.1,878312,18200496,13,12200496,11819636,136096,2097072,
2025-11-21 03:03:50,56836,dbtest,63.1,6.4,784236,18136524,20,12200496,11819636,136096,2097072,
2025-11-21 03:03:51,56638,dbtest,63.0,5.0,621076,18146764,20,12200496,11819636,136096,2097072,
2025-11-21 03:03:51,56639,dbtest,49.2,5.0,619392,18226616,15,12200496,11819636,136096,2097072,
2025-11-21 03:03:51,56718,dbtest,49.2,5.0,617560,18243512,15,12200496,11819636,136096,2097072,
2025-11-21 03:03:52,56636,dbtest,110,47.7,5830884,27317700,18,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56835,dbtest,84.5,7.6,936428,21525452,20,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56837,dbtest,47.2,7.0,862424,18129832,11,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56919,dbtest,48.8,6.9,852800,18184104,11,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56836,dbtest,63.5,6.4,789356,18136524,20,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56638,dbtest,63.3,5.1,624788,18146764,20,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56718,dbtest,49.5,5.0,619224,18243512,15,12200496,11847088,134336,2071144,
2025-11-21 03:03:52,56639,dbtest,49.5,4.9,599756,18210224,13,12200496,11847088,134336,2071144,
2025-11-21 03:03:53,56636,dbtest,109,48.3,5904780,27301308,16,12200496,11858944,147708,2096964,
2025-11-21 03:03:53,56835,dbtest,83.1,7.4,912068,21509060,18,12200496,11858944,147708,2096964,
2025-11-21 03:03:53,56837,dbtest,46.7,7.0,863064,18129832,11,12200496,11858944,147708,2096964,
2025-11-21 03:03:54,56919,dbtest,48.4,7.0,856512,18184104,11,12200496,11858944,147708,2096964,
2025-11-21 03:03:54,56836,dbtest,63.0,6.3,778452,18120132,18,12200496,11858944,147708,2096964,
2025-11-21 03:03:54,56638,dbtest,63.0,5.0,621716,18146764,20,12200496,11858944,147708,2096964,
2025-11-21 03:03:54,56718,dbtest,49.2,5.0,612568,18243512,15,12200496,11858944,147708,2096964,
2025-11-21 03:03:54,56639,dbtest,49.1,4.8,597196,18210224,13,12200496,11858944,147708,2096964,
2025-11-21 03:03:56,56836,dbtest,63.1,6.3,780244,18120132,2,12200496,11890636,151576,2096756,
