Time, PID, Process, %CPU, %MEM, RSS(KB), VSZ(KB), Threads, TotalMem(KB), UsedMem(KB), FreeMem(KB), SwapUsed(KB), ALERT
2025-11-21 03:00:30,54812,dbtest,228,2.7,339980,1702328,16,12200496,1173384,9550844,638068,
2025-11-21 03:00:31,54812,dbtest,214,4.6,565024,1937848,14,12200496,1399816,9324412,638068,
2025-11-21 03:00:32,54812,dbtest,180,5.2,643172,2044344,14,12200496,1835444,8888808,638068,
2025-11-21 03:00:32,54861,dbtest,243,2.9,358016,1735096,16,12200496,1835444,8888808,638068,
2025-11-21 03:00:33,54812,dbtest,164,5.8,713548,2093496,14,12200496,2134452,8589800,638068,
2025-11-21 03:00:33,54861,dbtest,231,4.6,571388,1966520,14,12200496,2134452,8589800,638068,
2025-11-21 03:00:34,54812,dbtest,139,6.0,732340,2140592,13,12200496,2239912,8484336,638068,
2025-11-21 03:00:34,54861,dbtest,192,5.3,655424,2044344,14,12200496,2239912,8484336,638068,
2025-11-21 03:00:35,54861,dbtest,175,6.2,766708,3163600,25,12200496,2394724,8329524,638068,
2025-11-21 03:00:35,54812,dbtest,123,6.2,766488,3163600,25,12200496,2394724,8329524,638068,
2025-11-21 03:00:36,54861,dbtest,185,6.4,782708,3163600,25,12200496,2411976,8312248,638068,
2025-11-21 03:00:36,54812,dbtest,138,6.4,782488,3163600,25,12200496,2411976,8312248,638068,
2025-11-21 03:00:37,54861,dbtest,192,6.5,797172,3163600,25,12200496,2438688,8285536,638068,
2025-11-21 03:00:37,54812,dbtest,149,6.5,796568,3163600,25,12200496,2438688,8285536,638068,
2025-11-21 03:00:38,54861,dbtest,197,6.7,822576,3188176,25,12200496,2492180,8232044,638068,
2025-11-21 03:00:38,54812,dbtest,158,6.7,819836,3181008,25,12200496,2492180,8232044,638068,
2025-11-21 03:00:39,54861,dbtest,201,6.8,840044,3188176,25,12200496,2533196,8191028,638068,
2025-11-21 03:00:39,54812,dbtest,165,6.8,839220,3188176,25,12200496,2533196,8191028,638068,
2025-11-21 03:00:40,54812,dbtest,171,7.0,856244,3188176,25,12200496,2563940,8160284,638068,
2025-11-21 03:00:40,54861,dbtest,202,6.9,852844,3188176,25,12200496,2563940,8160284,638068,
2025-11-21 03:00:42,54812,dbtest,175,7.2,884408,3216848,25,12200496,2607104,8117124,638068,
2025-11-21 03:00:42,54861,dbtest,203,7.1,873744,3204560,25,12200496,2607104,8117124,638068,
2025-11-21 03:00:43,54812,dbtest,180,7.3,900280,3220944,25,12200496,2640612,8083608,638068,
2025-11-21 03:00:43,54861,dbtest,204,7.2,888412,3204560,25,12200496,2640612,8083608,638068,
2025-11-21 03:00:44,54812,dbtest,186,8.2,1001912,3314128,25,12200496,2749476,7974744,638068,
2025-11-21 03:00:44,54861,dbtest,204,7.3,899420,3208656,25,12200496,2749476,7974744,638068,
2025-11-21 03:00:45,54812,dbtest,194,10.6,1303052,3721680,25,12200496,3064164,7660056,638068,
2025-11-21 03:00:45,54861,dbtest,201,7.4,912876,3229136,25,12200496,3064164,7660056,638068,
2025-11-21 03:00:46,54812,dbtest,202,13.1,1609868,4022736,25,12200496,3380672,7343548,638068,
2025-11-21 03:00:46,54861,dbtest,200,7.5,920172,3229136,25,12200496,3380672,7343548,638068,
2025-11-21 03:00:47,54812,dbtest,198,15.4,1887628,4317648,25,12200496,3666432,7057780,638068,
2025-11-21 03:00:47,54861,dbtest,186,7.5,926956,3229136,25,12200496,3666432,7057780,638068,
2025-11-21 03:00:48,54812,dbtest,205,17.3,2115688,4587984,25,12200496,3903820,6820392,638068,
2025-11-21 03:00:48,54861,dbtest,187,7.6,930412,3229136,25,12200496,3903820,6820392,638068,
2025-11-21 03:00:49,54812,dbtest,211,19.2,2352300,4825552,25,12200496,4138180,6586032,638068,
2025-11-21 03:00:49,54861,dbtest,187,7.6,938108,3253712,25,12200496,4138180,6586032,638068,
2025-11-21 03:00:50,54812,dbtest,216,21.0,2571948,5087696,25,12200496,4358240,6365972,638068,
2025-11-21 03:00:50,54861,dbtest,188,7.7,943972,3302864,25,12200496,4358240,6365972,638068,
2025-11-21 03:00:51,54812,dbtest,220,23.0,2818220,5480912,25,12200496,4617292,6106920,638068,
2025-11-21 03:00:51,54861,dbtest,188,7.7,948196,3302864,25,12200496,4617292,6106920,638068,
2025-11-21 03:00:52,54812,dbtest,225,25.0,3052460,5491152,25,12200496,4853632,5870572,638068,
2025-11-21 03:00:52,54861,dbtest,188,7.8,952676,3302864,25,12200496,4853632,5870572,638068,
2025-11-21 03:00:53,54812,dbtest,228,26.7,3262024,5884368,25,12200496,5075204,5649000,638068,
2025-11-21 03:00:53,54861,dbtest,189,7.8,957156,3302864,25,12200496,5075204,5649000,638068,
2025-11-21 03:00:54,54812,dbtest,230,28.2,3443104,5884368,25,12200496,5429064,5295128,638068,
2025-11-21 03:00:54,54861,dbtest,192,9.2,1130900,3469776,25,12200496,5429064,5295128,638068,
2025-11-21 03:00:55,54812,dbtest,232,29.6,3613344,6353360,25,12200496,5757168,4967024,638068,
2025-11-21 03:00:55,54861,dbtest,196,10.5,1289112,3654096,25,12200496,5757168,4967024,638068,
2025-11-21 03:00:56,54812,dbtest,234,31.0,3784352,6353360,25,12200496,6113308,4610884,638068,
2025-11-21 03:00:56,54861,dbtest,199,12.0,1465104,3801552,25,12200496,6113308,4610884,638068,
2025-11-21 03:00:57,54812,dbtest,236,32.3,3944096,6367696,25,12200496,6426544,4297648,638068,
2025-11-21 03:00:57,54861,dbtest,203,13.3,1626768,4020688,25,12200496,6426544,4297648,638068,
2025-11-21 03:00:59,54812,dbtest,237,33.4,4075424,6904272,25,12200496,6674000,4050184,638068,
2025-11-21 03:00:59,54861,dbtest,206,14.2,1741328,4180432,25,12200496,6674000,4050184,638068,
2025-11-21 03:01:02,54812,dbtest,242,33.9,4147360,6904272,25,12200496,6863504,3860680,638068,
2025-11-21 03:01:02,54861,dbtest,221,15.1,1850512,4344272,25,12200496,6863504,3860680,638068,
2025-11-21 03:01:03,54812,dbtest,237,34.9,4268164,6904272,25,12200496,7110552,3613624,638068,
2025-11-21 03:01:03,54861,dbtest,216,16.3,1990288,4344272,25,12200496,7110552,3613624,638068,
2025-11-21 03:01:04,54812,dbtest,239,35.9,4388344,6904272,25,12200496,7359212,3364964,638068,
2025-11-21 03:01:04,54861,dbtest,218,17.3,2111864,4540880,25,12200496,7359212,3364964,638068,
2025-11-21 03:01:05,54812,dbtest,240,36.8,4490232,6904272,25,12200496,7562576,3161600,638068,
2025-11-21 03:01:05,54861,dbtest,221,18.1,2212216,4778448,25,12200496,7562576,3161600,638068,
2025-11-21 03:01:06,54812,dbtest,244,37.9,4627064,7591376,25,12200496,7844844,2879332,638068,
2025-11-21 03:01:06,54861,dbtest,222,19.0,2328448,4778448,25,12200496,7844844,2879332,638068,
2025-11-21 03:01:07,54812,dbtest,248,40.0,4887672,7726544,25,12200496,8233160,2491008,638068,
2025-11-21 03:01:07,54861,dbtest,222,20.3,2480512,5040592,25,12200496,8233160,2491008,638068,
2025-11-21 03:01:09,54812,dbtest,250,43.1,5259000,7976400,25,12200496,8807700,1916456,638068,
2025-11-21 03:01:09,54861,dbtest,221,21.7,2655360,5040592,25,12200496,8807700,1916456,638068,
2025-11-21 03:01:29,55613,dbtest,0.0,0.7,96280,201076,2,12200496,1088456,9634876,638068,
2025-11-21 03:01:29,55611,dbtest,0.0,0.6,85268,201076,2,12200496,1088456,9634876,638068,
2025-11-21 03:01:29,55610,dbtest,0.0,0.6,83352,201076,2,12200496,1088456,9634876,638068,
2025-11-21 03:01:30,55692,dbtest,0.0,0.9,113816,4663740,15,12200496,1288796,9434540,638068,
2025-11-21 03:01:30,55613,dbtest,46.0,0.9,113688,4680124,20,12200496,1288796,9434540,638068,
2025-11-21 03:01:30,55610,dbtest,49.0,0.9,113432,5607868,20,12200496,1288796,9434540,638068,
2025-11-21 03:01:30,55611,dbtest,48.0,0.9,113300,4680124,20,12200496,1288796,9434540,638068,
2025-11-21 03:01:31,55692,dbtest,43.0,0.9,114968,16194004,26,12200496,1292896,9430248,638068,
2025-11-21 03:01:31,55611,dbtest,36.5,0.9,114964,16226784,29,12200496,1292896,9430248,638068,
2025-11-21 03:01:31,55610,dbtest,35.5,0.9,114840,16194004,26,12200496,1292896,9430248,638068,
2025-11-21 03:01:31,55613,dbtest,33.5,0.9,114840,16194004,26,12200496,1292896,9430248,638068,
2025-11-21 03:01:32,55692,dbtest,18.6,0.9,114968,16194004,26,12200496,1293824,9429256,638068,
2025-11-21 03:01:32,55611,dbtest,22.2,0.9,114964,16226784,29,12200496,1293824,9429256,638068,
2025-11-21 03:01:32,55610,dbtest,21.7,0.9,114840,16194004,26,12200496,1293824,9429256,638068,
2025-11-21 03:01:32,55613,dbtest,20.0,0.9,114840,16194004,26,12200496,1293824,9429256,638068,
2025-11-21 03:01:33,55610,dbtest,25.4,1.1,135416,17432576,35,12200496,1302076,9420996,638068,
2025-11-21 03:01:33,55611,dbtest,22.2,0.9,116116,17342964,34,12200496,1302076,9420996,638068,
2025-11-21 03:01:33,55692,dbtest,18.0,0.9,115480,16194004,26,12200496,1302076,9420996,638068,
2025-11-21 03:01:33,55613,dbtest,19.2,0.9,115352,17252820,26,12200496,1302076,9420996,638068,
2025-11-21 03:01:34,55610,dbtest,96.3,4.3,530800,17780736,34,12200496,2036136,8686912,638068,
2025-11-21 03:01:34,55613,dbtest,36.3,2.1,262480,17421268,26,12200496,2036136,8686912,638068,
2025-11-21 03:01:34,55692,dbtest,37.6,2.0,251080,17388500,26,12200496,2036136,8686912,638068,
2025-11-21 03:01:34,55611,dbtest,33.1,1.5,183060,17414644,34,12200496,2036136,8686912,638068,
2025-11-21 03:01:35,55610,dbtest,141,6.5,801576,17991680,34,12200496,2869188,7853856,638068,
2025-11-21 03:01:35,55692,dbtest,58.5,4.0,499940,17540052,26,12200496,2869188,7853856,638068,
2025-11-21 03:01:35,55613,dbtest,51.7,3.8,472620,17568724,26,12200496,2869188,7853856,638068,
2025-11-21 03:01:35,55611,dbtest,43.2,2.4,296236,17506804,34,12200496,2869188,7853856,638068,
2025-11-21 03:01:36,55610,dbtest,163,7.9,964912,18126848,33,12200496,3670768,7052272,638068,
2025-11-21 03:01:36,55613,dbtest,62.6,5.6,684632,17728468,26,12200496,3670768,7052272,638068,
2025-11-21 03:01:36,55692,dbtest,70.1,5.5,679256,17710036,26,12200496,3670768,7052272,638068,
2025-11-21 03:01:36,55611,dbtest,63.5,4.0,499796,17713652,34,12200496,3670768,7052272,638068,
2025-11-21 03:01:37,55610,dbtest,181,9.1,1117212,18188288,33,12200496,4330600,6392440,638068,
2025-11-21 03:01:37,55692,dbtest,80.7,7.3,891460,17875924,26,12200496,4330600,6392440,638068,
2025-11-21 03:01:37,55613,dbtest,68.1,7.1,874468,17863636,26,12200496,4330600,6392440,638068,
2025-11-21 03:01:37,55611,dbtest,69.0,5.0,614360,17838580,34,12200496,4330600,6392440,638068,
2025-11-21 03:01:38,55610,dbtest,185,9.3,1135820,18266112,32,12200496,4794412,5928628,638068,
2025-11-21 03:01:38,55692,dbtest,84.3,8.8,1079768,18015188,26,12200496,4794412,5928628,638068,
2025-11-21 03:01:38,55613,dbtest,70.7,8.6,1055440,18002900,26,12200496,4794412,5928628,638068,
2025-11-21 03:01:38,55611,dbtest,72.0,5.7,701512,17957364,34,12200496,4794412,5928628,638068,
2025-11-21 03:01:39,55610,dbtest,185,10.1,1239300,18356224,32,12200496,5170008,5553024,638068,
2025-11-21 03:01:39,55692,dbtest,81.0,9.3,1142380,18056148,26,12200496,5170008,5553024,638068,
2025-11-21 03:01:39,55613,dbtest,68.0,9.2,1133680,18043860,26,12200496,5170008,5553024,638068,
2025-11-21 03:01:39,55611,dbtest,74.0,6.5,793676,18072052,34,12200496,5170008,5553024,638068,
2025-11-21 03:01:40,55610,dbtest,185,10.9,1338908,18501144,43,12200496,5464156,5258876,638068,
2025-11-21 03:01:40,55692,dbtest,79.0,10.0,1231108,18113496,27,12200496,5464156,5258876,638068,
2025-11-21 03:01:40,55613,dbtest,65.8,9.9,1218940,18101208,27,12200496,5464156,5258876,638068,
2025-11-21 03:01:40,55611,dbtest,74.0,6.9,853180,18129400,35,12200496,5464156,5258876,638068,
2025-11-21 03:01:42,55610,dbtest,208,12.0,1476020,18610716,44,12200496,5871216,4851808,638068,
2025-11-21 03:01:42,55692,dbtest,88.8,11.1,1359352,18288088,27,12200496,5871216,4851808,638068,
2025-11-21 03:01:42,55613,dbtest,77.0,11.1,1358472,18274264,27,12200496,5871216,4851808,638068,
2025-11-21 03:01:42,55611,dbtest,79.5,7.3,902816,18153976,35,12200496,5871216,4851808,638068,
2025-11-21 03:01:43,55610,dbtest,215,12.8,1562844,18734620,44,12200496,6169864,4553160,638068,
2025-11-21 03:01:43,55613,dbtest,84.6,11.8,1442668,18312152,27,12200496,6169864,4553160,638068,
2025-11-21 03:01:43,55692,dbtest,95.1,11.7,1432048,18318808,27,12200496,6169864,4553160,638068,
2025-11-21 03:01:43,55611,dbtest,82.0,7.6,937124,18184696,35,12200496,6169864,4553160,638068,
2025-11-21 03:01:45,55610,dbtest,216,13.5,1647336,18803228,44,12200496,6423568,4299456,638068,
2025-11-21 03:01:45,55692,dbtest,97.1,12.3,1500700,18404824,27,12200496,6423568,4299456,638068,
2025-11-21 03:01:45,55613,dbtest,86.4,12.2,1498756,18463704,27,12200496,6423568,4299456,638068,
2025-11-21 03:01:45,55611,dbtest,85.0,8.1,993132,18250232,35,12200496,6423568,4299456,638068,
2025-11-21 03:01:46,55610,dbtest,229,14.3,1748148,18913820,44,12200496,6710572,4012444,638068,
2025-11-21 03:01:46,55613,dbtest,90.3,12.8,1566664,18488280,27,12200496,6710572,4012444,638068,
2025-11-21 03:01:46,55692,dbtest,100,12.8,1563800,18494936,27,12200496,6710572,4012444,638068,
2025-11-21 03:01:46,55611,dbtest,89.5,8.3,1020340,18270712,35,12200496,6710572,4012444,638068,
2025-11-21 03:01:48,55610,dbtest,244,14.9,1822060,19014172,44,12200496,7000208,3722796,638068,
2025-11-21 03:01:48,55692,dbtest,106,13.5,1654776,18599384,27,12200496,7000208,3722796,638068,
2025-11-21 03:01:48,55613,dbtest,96.9,13.4,1637220,18592728,27,12200496,7000208,3722796,638068,
2025-11-21 03:01:48,55611,dbtest,96.2,8.6,1059980,18299384,35,12200496,7000208,3722796,638068,
2025-11-21 03:01:49,55610,dbtest,241,15.4,1885520,19051036,44,12200496,7204696,3518308,638068,
2025-11-21 03:01:49,55692,dbtest,108,14.0,1710092,18654680,27,12200496,7204696,3518308,638068,
2025-11-21 03:01:49,55613,dbtest,98.0,13.8,1695536,18648024,27,12200496,7204696,3518308,638068,
2025-11-21 03:01:49,55611,dbtest,97.0,9.0,1099852,18407928,35,12200496,7204696,3518308,638068,
2025-11-21 03:01:51,55610,dbtest,258,16.2,1980636,19137052,44,12200496,7440520,3282476,638068,
2025-11-21 03:01:51,55692,dbtest,116,14.5,1781056,18748888,27,12200496,7440520,3282476,638068,
2025-11-21 03:01:51,55613,dbtest,106,14.5,1770568,18742232,27,12200496,7440520,3282476,638068,
2025-11-21 03:01:51,55611,dbtest,105,9.3,1141284,18420216,35,12200496,7440520,3282476,638068,
2025-11-21 03:01:53,55610,dbtest,260,17.1,2098268,19360284,44,12200496,7728148,2994848,638068,
2025-11-21 03:01:53,55613,dbtest,109,15.1,1848824,18869208,27,12200496,7728148,2994848,638068,
2025-11-21 03:01:53,55692,dbtest,116,15.1,1844988,18793944,27,12200496,7728148,2994848,638068,
2025-11-21 03:01:53,55611,dbtest,106,9.6,1177240,18512376,35,12200496,7728148,2994848,638068,
2025-11-21 03:01:54,55610,dbtest,262,17.9,2191152,19446300,44,12200496,8090028,2632968,638068,
2025-11-21 03:01:54,55692,dbtest,118,16.0,1955304,18929112,27,12200496,8090028,2632968,638068,
2025-11-21 03:01:54,55613,dbtest,108,15.9,1945692,18922456,27,12200496,8090028,2632968,638068,
2025-11-21 03:01:54,55611,dbtest,107,10.0,1232028,18543096,35,12200496,8090028,2632968,638068,
2025-11-21 03:01:56,55610,dbtest,261,18.7,2288852,19511836,44,12200496,8416888,2306100,637812,
2025-11-21 03:01:56,55692,dbtest,117,16.6,2035232,19039704,27,12200496,8416888,2306100,637812,
2025-11-21 03:01:56,55613,dbtest,109,16.6,2029584,19033048,27,12200496,8416888,2306100,637812,
2025-11-21 03:01:56,55611,dbtest,109,10.5,1283324,18559480,35,12200496,8416888,2306100,637812,
2025-11-21 03:01:57,55610,dbtest,270,19.5,2390496,19647004,44,12200496,8745480,1977504,637812,
2025-11-21 03:01:57,55692,dbtest,120,17.4,2124860,19133912,27,12200496,8745480,1977504,637812,
2025-11-21 03:01:57,55613,dbtest,113,17.3,2117648,19192792,27,12200496,8745480,1977504,637812,
2025-11-21 03:01:57,55611,dbtest,113,10.8,1325328,18596344,35,12200496,8745480,1977504,637812,
2025-11-21 03:01:59,55610,dbtest,276,20.3,2484372,19802652,44,12200496,9025936,1697048,637812,
2025-11-21 03:01:59,55692,dbtest,121,17.9,2194476,19199448,27,12200496,9025936,1697048,637812,
2025-11-21 03:01:59,55613,dbtest,114,17.9,2184816,19192792,27,12200496,9025936,1697048,637812,
2025-11-21 03:01:59,55611,dbtest,116,11.2,1368192,18616824,35,12200496,9025936,1697048,637812,
2025-11-21 03:02:00,55610,dbtest,275,20.9,2558820,19874332,44,12200496,9261064,1461908,637812,
2025-11-21 03:02:00,55692,dbtest,120,18.5,2260592,19312088,27,12200496,9261064,1461908,637812,
2025-11-21 03:02:00,55613,dbtest,114,18.4,2250408,19338200,27,12200496,9261064,1461908,637812,
2025-11-21 03:02:00,55611,dbtest,115,11.4,1397472,18625016,35,12200496,9261064,1461908,637812,
2025-11-21 03:02:02,55610,dbtest,276,21.7,2659124,19927580,44,12200496,9523464,1199508,637812,
2025-11-21 03:02:02,55692,dbtest,121,19.1,2333236,19426776,27,12200496,9523464,1199508,637812,
2025-11-21 03:02:02,55613,dbtest,114,19.0,2318488,19420120,27,12200496,9523464,1199508,637812,
2025-11-21 03:02:02,55611,dbtest,116,11.7,1432912,18766328,35,12200496,9523464,1199508,637812,
2025-11-21 03:02:04,55610,dbtest,285,22.4,2742212,20132380,44,12200496,9763572,959400,637812,
2025-11-21 03:02:04,55692,dbtest,124,19.6,2393396,19426776,27,12200496,9763572,959400,637812,
2025-11-21 03:02:04,55613,dbtest,116,19.4,2369688,19420120,27,12200496,9763572,959400,637812,
2025-11-21 03:02:04,55611,dbtest,119,11.9,1462596,18790904,35,12200496,9763572,959400,637812,
2025-11-21 03:02:05,55610,dbtest,287,23.1,2830284,20230684,44,12200496,10023752,699208,637812,
2025-11-21 03:02:05,55692,dbtest,124,20.1,2458532,19529176,27,12200496,10023752,699208,637812,
2025-11-21 03:02:05,55613,dbtest,116,19.9,2436816,19522520,27,12200496,10023752,699208,637812,
2025-11-21 03:02:06,55611,dbtest,119,12.1,1486944,18815480,35,12200496,10023752,699208,637812,
2025-11-21 03:02:07,55610,dbtest,293,23.6,2890144,20230684,44,12200496,10226984,495976,637812,
2025-11-21 03:02:07,55692,dbtest,126,20.6,2514160,19611096,27,12200496,10226984,495976,637812,
2025-11-21 03:02:07,55613,dbtest,120,20.4,2491276,19522520,27,12200496,10226984,495976,637812,
2025-11-21 03:02:07,55611,dbtest,122,12.4,1515724,18901496,35,12200496,10226984,495976,637812,
2025-11-21 03:02:09,55610,dbtest,287,24.2,2958264,20288028,44,12200496,10430300,292660,637812,
2025-11-21 03:02:09,55692,dbtest,124,21.1,2580724,19756504,27,12200496,10430300,292660,637812,
2025-11-21 03:02:09,55613,dbtest,118,20.9,2561312,19749848,27,12200496,10430300,292660,637812,
2025-11-21 03:02:09,55611,dbtest,120,12.6,1548076,18901496,35,12200496,10430300,292660,637812,
